site,year,precip,block,nitrogen,plot,species,cover
mesic,2013,729.1,E,7.5,39,Carex meadii,2
mesic,2013,729.1,E,7.5,39,Oxalis stricta,1
mesic,2014,665.7,E,7.5,39,Carex meadii,2
mesic,2014,665.7,E,7.5,39,Andropogon gerardii,60
mesic,2014,665.7,E,7.5,39,Cornus drummondii,5
mesic,2014,665.7,E,7.5,39,Bouteloua curtipendula,30
mesic,2014,665.7,E,7.5,39,Carex heliophila,9
mesic,2014,665.7,E,7.5,39,Aster ericoides,1
mesic,2014,665.7,E,7.5,39,Sporobolus asper,9
mesic,2014,665.7,E,7.5,39,Ambrosia psilostachya,2
mesic,2014,665.7,E,7.5,39,Dichanthelium oligosanthes,2
mesic,2014,665.7,E,7.5,39,Vernonia baldwinii,8
mesic,2014,665.7,E,7.5,39,Aster oblongifolia,18
mesic,2014,665.7,E,7.5,39,Solidago missouriensis,1
mesic,2014,665.7,E,7.5,39,Sorghastrum nutans,20
mesic,2015,894,E,7.5,39,Andropogon gerardii,95
mesic,2015,894,E,7.5,39,Bouteloua curtipendula,5
mesic,2015,894,E,7.5,39,Dichanthelium oligosanthes,3
mesic,2015,894,E,7.5,39,Sorghastrum nutans,20
mesic,2015,894,E,7.5,39,Sporobolus asper,3
mesic,2015,894,E,7.5,39,Carex heliophila,10
mesic,2015,894,E,7.5,39,Carex meadii,2
mesic,2015,894,E,7.5,39,Aster oblongifolia,2
mesic,2015,894,E,7.5,39,Salvia azurea,3
mesic,2015,894,E,7.5,39,Solidago missouriensis,1
mesic,2015,894,E,7.5,39,Vernonia baldwinii,9
mesic,2015,894,E,7.5,39,Cornus drummondii,3
mesic,2016,1054.2,E,7.5,39,Andropogon gerardii,55
mesic,2016,1054.2,E,7.5,39,Dichanthelium oligosanthes,1
mesic,2016,1054.2,E,7.5,39,Bouteloua curtipendula,4
mesic,2016,1054.2,E,7.5,39,Cornus drummondii,5
mesic,2016,1054.2,E,7.5,39,Carex meadii,2
mesic,2016,1054.2,E,7.5,39,Carex heliophila,3
mesic,2016,1054.2,E,7.5,39,Sorghastrum nutans,45
mesic,2016,1054.2,E,7.5,39,Solidago missouriensis,1
mesic,2016,1054.2,E,7.5,39,Vernonia baldwinii,10
mesic,2017,850.9,E,7.5,39,Andropogon gerardii,40
mesic,2017,850.9,E,7.5,39,Sorghastrum nutans,50
mesic,2017,850.9,E,7.5,39,Oxalis stricta,2
mesic,2017,850.9,E,7.5,39,Carex heliophila,2
mesic,2017,850.9,E,7.5,39,Bouteloua curtipendula,15
mesic,2017,850.9,E,7.5,39,Solidago missouriensis,8
mesic,2017,850.9,E,7.5,39,Physalis pumila,1
mesic,2017,850.9,E,7.5,39,Dichanthelium oligosanthes,6
mesic,2017,850.9,E,7.5,39,Carex meadii,1
mesic,2017,850.9,E,7.5,39,Sporobolus asper,2
mesic,2017,850.9,E,7.5,39,Ambrosia psilostachya,3
mesic,2017,850.9,E,7.5,39,Salvia azurea,1
mesic,2017,850.9,E,7.5,39,Cornus drummondii,4
mesic,2013,729.1,E,10,40,Physalis pumila,2
mesic,2013,729.1,E,10,40,Amorpha canescens,16
mesic,2013,729.1,E,10,40,Aster ericoides,1
mesic,2013,729.1,E,10,40,Eragrostis spectabilis,6
mesic,2013,729.1,E,10,40,Andropogon gerardii,60
mesic,2013,729.1,E,10,40,Salvia azurea,11
mesic,2013,729.1,E,10,40,Bouteloua curtipendula,5
mesic,2013,729.1,E,10,40,Carex heliophila,1
mesic,2013,729.1,E,10,40,Sorghastrum nutans,30
mesic,2013,729.1,E,10,40,Solidago missouriensis,75
mesic,2013,729.1,E,10,40,Carex meadii,10
mesic,2014,665.7,E,10,40,Amorpha canescens,6
mesic,2014,665.7,E,10,40,Eragrostis spectabilis,2
mesic,2014,665.7,E,10,40,Bouteloua curtipendula,8
mesic,2014,665.7,E,10,40,Andropogon gerardii,80
mesic,2014,665.7,E,10,40,Salvia azurea,10
mesic,2014,665.7,E,10,40,Carex meadii,4
mesic,2014,665.7,E,10,40,Dichanthelium oligosanthes,2
mesic,2014,665.7,E,10,40,Physalis pumila,1
mesic,2014,665.7,E,10,40,Asclepias stenophylla,1
mesic,2014,665.7,E,10,40,Sorghastrum nutans,12
mesic,2014,665.7,E,10,40,Sporobolus asper,7
mesic,2014,665.7,E,10,40,Aster ericoides,2
mesic,2014,665.7,E,10,40,Solidago missouriensis,55
mesic,2015,894,E,10,40,Andropogon gerardii,90
mesic,2015,894,E,10,40,Schizachyrium scoparium,10
mesic,2015,894,E,10,40,Bouteloua curtipendula,2
mesic,2015,894,E,10,40,Eragrostis spectabilis,1
mesic,2015,894,E,10,40,Sorghastrum nutans,7
mesic,2015,894,E,10,40,Sporobolus asper,3
mesic,2015,894,E,10,40,Carex meadii,7
mesic,2015,894,E,10,40,Asclepias stenophylla,1
mesic,2015,894,E,10,40,Amorpha canescens,3
mesic,2015,894,E,10,40,Ruellia humilis,1
mesic,2015,894,E,10,40,Salvia azurea,5
mesic,2015,894,E,10,40,Solidago missouriensis,80
mesic,2016,1054.2,E,10,40,Andropogon gerardii,35
mesic,2016,1054.2,E,10,40,Schizachyrium scoparium,5
mesic,2016,1054.2,E,10,40,Solidago missouriensis,92
mesic,2016,1054.2,E,10,40,Eragrostis spectabilis,8
mesic,2016,1054.2,E,10,40,Carex meadii,4
mesic,2016,1054.2,E,10,40,Salvia azurea,8
mesic,2016,1054.2,E,10,40,Sorghastrum nutans,25
mesic,2016,1054.2,E,10,40,Bouteloua curtipendula,3
mesic,2016,1054.2,E,10,40,Sporobolus asper,1
mesic,2016,1054.2,E,10,40,Amorpha canescens,2
mesic,2016,1054.2,E,10,40,Dichanthelium oligosanthes,1
mesic,2017,850.9,E,10,40,Sporobolus asper,1
mesic,2017,850.9,E,10,40,Eragrostis spectabilis,6
mesic,2017,850.9,E,10,40,Andropogon gerardii,60
mesic,2017,850.9,E,10,40,Solidago missouriensis,70
mesic,2017,850.9,E,10,40,Sorghastrum nutans,25
mesic,2017,850.9,E,10,40,Bouteloua curtipendula,2
mesic,2017,850.9,E,10,40,Salvia azurea,10
mesic,2017,850.9,E,10,40,Schizachyrium scoparium,2
mesic,2017,850.9,E,10,40,Dichanthelium oligosanthes,2
mesic,2017,850.9,E,10,40,Carex meadii,1
mesic,2017,850.9,E,10,40,Cornus drummondii,1
mesic,2017,850.9,E,10,40,Amorpha canescens,5
mesic,2013,729.1,F,20,41,Sorghastrum nutans,15
mesic,2013,729.1,F,20,41,Ambrosia psilostachya,17
mesic,2013,729.1,F,20,41,Aster ericoides,4
mesic,2013,729.1,F,20,41,Physalis pumila,1
mesic,2013,729.1,F,20,41,Dichanthelium oligosanthes,1
mesic,2013,729.1,F,20,41,Bouteloua curtipendula,8
mesic,2013,729.1,F,20,41,Solidago missouriensis,1
mesic,2013,729.1,F,20,41,Andropogon gerardii,85
mesic,2013,729.1,F,20,41,Carex meadii,4
mesic,2013,729.1,F,20,41,Aster oblongifolia,1
mesic,2013,729.1,F,20,41,Carex heliophila,2
mesic,2014,665.7,F,20,41,Ambrosia psilostachya,2
mesic,2014,665.7,F,20,41,Aster oblongifolia,4
mesic,2014,665.7,F,20,41,Andropogon gerardii,85
mesic,2014,665.7,F,20,41,Aster ericoides,2
mesic,2014,665.7,F,20,41,Ruellia humilis,1
mesic,2014,665.7,F,20,41,Physalis pumila,2
mesic,2014,665.7,F,20,41,Carex meadii,3
mesic,2014,665.7,F,20,41,Bouteloua curtipendula,3
mesic,2014,665.7,F,20,41,Carex heliophila,2
mesic,2014,665.7,F,20,41,Sorghastrum nutans,15
mesic,2014,665.7,F,20,41,Solidago missouriensis,1
mesic,2015,894,F,20,41,Andropogon gerardii,95
mesic,2015,894,F,20,41,Bouteloua curtipendula,1
mesic,2015,894,F,20,41,Sorghastrum nutans,30
mesic,2015,894,F,20,41,Carex heliophila,1
mesic,2015,894,F,20,41,Carex meadii,1
mesic,2015,894,F,20,41,Physalis pumila,3
mesic,2015,894,F,20,41,Solidago missouriensis,1
mesic,2016,1054.2,F,20,41,Salvia azurea,3
mesic,2016,1054.2,F,20,41,Bouteloua curtipendula,2
mesic,2016,1054.2,F,20,41,Physalis pumila,4
mesic,2016,1054.2,F,20,41,Carex heliophila,1
mesic,2016,1054.2,F,20,41,Carex meadii,3
mesic,2016,1054.2,F,20,41,Andropogon gerardii,65
mesic,2016,1054.2,F,20,41,Sorghastrum nutans,70
mesic,2017,850.9,F,20,41,Physalis pumila,5
mesic,2017,850.9,F,20,41,Bouteloua curtipendula,4
mesic,2017,850.9,F,20,41,Andropogon gerardii,70
mesic,2017,850.9,F,20,41,Ambrosia psilostachya,1
mesic,2017,850.9,F,20,41,Erigeron strigosus,1
mesic,2017,850.9,F,20,41,Sorghastrum nutans,35
mesic,2013,729.1,F,30,42,Sorghastrum nutans,15
mesic,2013,729.1,F,30,42,Ambrosia psilostachya,3
mesic,2013,729.1,F,30,42,Dichanthelium oligosanthes,12
mesic,2013,729.1,F,30,42,Amorpha canescens,11
mesic,2013,729.1,F,30,42,Andropogon gerardii,100
mesic,2013,729.1,F,30,42,Eragrostis spectabilis,3
mesic,2013,729.1,F,30,42,Salvia azurea,2
mesic,2013,729.1,F,30,42,Artimisia ludoviciana,1
mesic,2013,729.1,F,30,42,Carex heliophila,2
mesic,2013,729.1,F,30,42,Aster ericoides,2
mesic,2013,729.1,F,30,42,Carex meadii,6
mesic,2014,665.7,F,30,42,Eragrostis spectabilis,2
mesic,2014,665.7,F,30,42,Andropogon gerardii,95
mesic,2014,665.7,F,30,42,Salvia azurea,3
mesic,2014,665.7,F,30,42,Aster ericoides,1
mesic,2014,665.7,F,30,42,Dichanthelium oligosanthes,5
mesic,2014,665.7,F,30,42,Kuhnia eupatorioides,1
mesic,2014,665.7,F,30,42,Sorghastrum nutans,15
mesic,2014,665.7,F,30,42,Carex meadii,15
mesic,2014,665.7,F,30,42,Ambrosia psilostachya,3
mesic,2014,665.7,F,30,42,Amorpha canescens,8
mesic,2014,665.7,F,30,42,Carex heliophila,6
mesic,2014,665.7,F,30,42,Aster oblongifolia,1
mesic,2015,894,F,30,42,Andropogon gerardii,95
mesic,2015,894,F,30,42,Dichanthelium oligosanthes,4
mesic,2015,894,F,30,42,Eragrostis spectabilis,9
mesic,2015,894,F,30,42,Sorghastrum nutans,30
mesic,2015,894,F,30,42,Carex meadii,10
mesic,2015,894,F,30,42,Amorpha canescens,3
mesic,2015,894,F,30,42,Cornus drummondii,2
mesic,2015,894,F,30,42,Salvia azurea,8
mesic,2016,1054.2,F,30,42,Oxalis stricta,1
mesic,2016,1054.2,F,30,42,Eragrostis spectabilis,8
mesic,2016,1054.2,F,30,42,Andropogon gerardii,40
mesic,2016,1054.2,F,30,42,Salvia azurea,5
mesic,2016,1054.2,F,30,42,Sorghastrum nutans,70
mesic,2016,1054.2,F,30,42,Ambrosia psilostachya,3
mesic,2016,1054.2,F,30,42,Amorpha canescens,7
mesic,2016,1054.2,F,30,42,Aster oblongifolia,1
mesic,2017,850.9,F,30,42,Ambrosia psilostachya,4
mesic,2017,850.9,F,30,42,Amorpha canescens,11
mesic,2017,850.9,F,30,42,Andropogon gerardii,100
mesic,2017,850.9,F,30,42,Carex meadii,4
mesic,2017,850.9,F,30,42,Salvia azurea,3
mesic,2017,850.9,F,30,42,Aster ericoides,4
mesic,2017,850.9,F,30,42,Oxalis stricta,5
mesic,2017,850.9,F,30,42,Sorghastrum nutans,5
mesic,2013,729.1,F,5,43,Bouteloua curtipendula,30
mesic,2013,729.1,F,5,43,Cyperus spp.,1
mesic,2013,729.1,F,5,43,Dalea purpurea,1
mesic,2013,729.1,F,5,43,Ambrosia psilostachya,2
mesic,2013,729.1,F,5,43,Dichanthelium oligosanthes,2
mesic,2013,729.1,F,5,43,Physalis pumila,1
mesic,2013,729.1,F,5,43,Aster ericoides,1
mesic,2013,729.1,F,5,43,Andropogon gerardii,65
mesic,2013,729.1,F,5,43,Carex meadii,8
mesic,2013,729.1,F,5,43,Schizachyrium scoparium,25
mesic,2013,729.1,F,5,43,Salvia azurea,25
mesic,2013,729.1,F,5,43,Aster sericeus,4
mesic,2013,729.1,F,5,43,Sorghastrum nutans,30
mesic,2013,729.1,F,5,43,Solidago missouriensis,8
mesic,2013,729.1,F,5,43,Asclepias verticillata,1
mesic,2013,729.1,F,5,43,Carex heliophila,1
mesic,2013,729.1,F,5,43,Aster oblongifolia,14
mesic,2014,665.7,F,5,43,Andropogon gerardii,50
mesic,2014,665.7,F,5,43,Sorghastrum nutans,15
mesic,2014,665.7,F,5,43,Amorpha canescens,1
mesic,2014,665.7,F,5,43,Dichanthelium oligosanthes,2
mesic,2014,665.7,F,5,43,Bouteloua curtipendula,10
mesic,2014,665.7,F,5,43,Carex heliophila,2
mesic,2014,665.7,F,5,43,Salvia azurea,30
mesic,2014,665.7,F,5,43,Solidago missouriensis,20
mesic,2014,665.7,F,5,43,Asclepias verticillata,1
mesic,2014,665.7,F,5,43,Aster oblongifolia,12
mesic,2014,665.7,F,5,43,Carex meadii,7
mesic,2014,665.7,F,5,43,Schizachyrium scoparium,20
mesic,2014,665.7,F,5,43,Physalis pumila,2
mesic,2015,894,F,5,43,Andropogon gerardii,50
mesic,2015,894,F,5,43,Schizachyrium scoparium,45
mesic,2015,894,F,5,43,Bouteloua curtipendula,8
mesic,2015,894,F,5,43,Dichanthelium oligosanthes,3
mesic,2015,894,F,5,43,Sorghastrum nutans,28
mesic,2015,894,F,5,43,Carex meadii,5
mesic,2015,894,F,5,43,Carex heliophila,1
mesic,2015,894,F,5,43,Aster ericoides,1
mesic,2015,894,F,5,43,Aster oblongifolia,10
mesic,2015,894,F,5,43,Physalis pumila,1
mesic,2015,894,F,5,43,Salvia azurea,11
mesic,2015,894,F,5,43,Solidago missouriensis,14
mesic,2016,1054.2,F,5,43,Physalis pumila,1
mesic,2016,1054.2,F,5,43,Schizachyrium scoparium,12
mesic,2016,1054.2,F,5,43,Asclepias verticillata,1
mesic,2016,1054.2,F,5,43,Aster oblongifolia,2
mesic,2016,1054.2,F,5,43,Bouteloua gracilis,1
mesic,2016,1054.2,F,5,43,Andropogon gerardii,50
mesic,2016,1054.2,F,5,43,Salvia azurea,10
mesic,2016,1054.2,F,5,43,Carex meadii,10
mesic,2016,1054.2,F,5,43,Sorghastrum nutans,35
mesic,2016,1054.2,F,5,43,Bouteloua curtipendula,6
mesic,2016,1054.2,F,5,43,Solidago missouriensis,8
mesic,2017,850.9,F,5,43,Andropogon gerardii,85
mesic,2017,850.9,F,5,43,Carex heliophila,1
mesic,2017,850.9,F,5,43,Sorghastrum nutans,25
mesic,2017,850.9,F,5,43,Physalis pumila,3
mesic,2017,850.9,F,5,43,Aster oblongifolia,1
mesic,2017,850.9,F,5,43,Dichanthelium oligosanthes,1
mesic,2017,850.9,F,5,43,Bouteloua curtipendula,8
mesic,2017,850.9,F,5,43,Solidago missouriensis,40
mesic,2017,850.9,F,5,43,Asclepias verticillata,2
mesic,2017,850.9,F,5,43,Salvia azurea,12
mesic,2017,850.9,F,5,43,Carex meadii,4
mesic,2017,850.9,F,5,43,Schizachyrium scoparium,10
mesic,2013,729.1,F,10,44,Dalea purpurea,2
mesic,2013,729.1,F,10,44,Ambrosia psilostachya,2
mesic,2013,729.1,F,10,44,Sporobolus asper,6
mesic,2013,729.1,F,10,44,Amorpha canescens,2
mesic,2013,729.1,F,10,44,Dichanthelium oligosanthes,4
mesic,2013,729.1,F,10,44,Salvia azurea,3
mesic,2013,729.1,F,10,44,Carex meadii,10
mesic,2013,729.1,F,10,44,Bouteloua curtipendula,40
mesic,2013,729.1,F,10,44,Aster oblongifolia,1
mesic,2013,729.1,F,10,44,Carex heliophila,3
mesic,2013,729.1,F,10,44,Andropogon gerardii,90
mesic,2013,729.1,F,10,44,Panicum virgatum,7
mesic,2013,729.1,F,10,44,Sorghastrum nutans,35
mesic,2013,729.1,F,10,44,Solidago missouriensis,2
mesic,2014,665.7,F,10,44,Aster ericoides,1
mesic,2014,665.7,F,10,44,Andropogon gerardii,90
mesic,2014,665.7,F,10,44,Salvia azurea,5
mesic,2014,665.7,F,10,44,Panicum virgatum,18
mesic,2014,665.7,F,10,44,Carex meadii,8
mesic,2014,665.7,F,10,44,Aster oblongifolia,5
mesic,2014,665.7,F,10,44,Amorpha canescens,3
mesic,2014,665.7,F,10,44,Carex heliophila,4
mesic,2014,665.7,F,10,44,Bouteloua curtipendula,5
mesic,2014,665.7,F,10,44,Ambrosia psilostachya,2
mesic,2014,665.7,F,10,44,Dichanthelium oligosanthes,4
mesic,2014,665.7,F,10,44,Sorghastrum nutans,12
mesic,2014,665.7,F,10,44,Dalea purpurea,2
mesic,2015,894,F,10,44,Andropogon gerardii,90
mesic,2015,894,F,10,44,Bouteloua curtipendula,8
mesic,2015,894,F,10,44,Dichanthelium oligosanthes,3
mesic,2015,894,F,10,44,Panicum virgatum,25
mesic,2015,894,F,10,44,Sorghastrum nutans,45
mesic,2015,894,F,10,44,Carex heliophila,2
mesic,2015,894,F,10,44,Carex meadii,12
mesic,2015,894,F,10,44,Aster oblongifolia,1
mesic,2015,894,F,10,44,Salvia azurea,4
mesic,2015,894,F,10,44,Solidago missouriensis,2
mesic,2016,1054.2,F,10,44,Panicum virgatum,10
mesic,2016,1054.2,F,10,44,Andropogon gerardii,70
mesic,2016,1054.2,F,10,44,Salvia azurea,5
mesic,2016,1054.2,F,10,44,Amorpha canescens,2
mesic,2016,1054.2,F,10,44,Carex heliophila,1
mesic,2016,1054.2,F,10,44,Carex meadii,4
mesic,2016,1054.2,F,10,44,Sorghastrum nutans,55
mesic,2016,1054.2,F,10,44,Ambrosia psilostachya,3
mesic,2016,1054.2,F,10,44,Bouteloua curtipendula,1
mesic,2016,1054.2,F,10,44,Dichanthelium oligosanthes,1
mesic,2016,1054.2,F,10,44,Solidago missouriensis,1
mesic,2017,850.9,F,10,44,Andropogon gerardii,70
mesic,2017,850.9,F,10,44,Carex meadii,2
mesic,2017,850.9,F,10,44,Salvia azurea,6
mesic,2017,850.9,F,10,44,Panicum virgatum,15
mesic,2017,850.9,F,10,44,Carex heliophila,3
mesic,2017,850.9,F,10,44,Bouteloua curtipendula,2
mesic,2017,850.9,F,10,44,Amorpha canescens,2
mesic,2017,850.9,F,10,44,Ambrosia psilostachya,1
mesic,2017,850.9,F,10,44,Sorghastrum nutans,10
mesic,2017,850.9,F,10,44,Dichanthelium oligosanthes,4
mesic,2017,850.9,F,10,44,Solidago missouriensis,3
mesic,2013,729.1,F,0,45,Dalea purpurea,4
mesic,2013,729.1,F,0,45,Asclepias veridis,2
mesic,2013,729.1,F,0,45,Sorghastrum nutans,35
mesic,2013,729.1,F,0,45,Ambrosia psilostachya,10
mesic,2013,729.1,F,0,45,Aster oblongifolia,40
mesic,2013,729.1,F,0,45,Dichanthelium oligosanthes,2
mesic,2013,729.1,F,0,45,Vernonia baldwinii,4
mesic,2013,729.1,F,0,45,Eragrostis spectabilis,3
mesic,2013,729.1,F,0,45,Carex meadii,9
mesic,2013,729.1,F,0,45,Andropogon gerardii,100
mesic,2013,729.1,F,0,45,Salvia azurea,10
mesic,2013,729.1,F,0,45,Ceanothus herbaceus,5
mesic,2013,729.1,F,0,45,Sporobolus asper,6
mesic,2013,729.1,F,0,45,Carex heliophila,1
mesic,2014,665.7,F,0,45,Asclepias veridis,2
mesic,2014,665.7,F,0,45,Aster oblongifolia,45
mesic,2014,665.7,F,0,45,Andropogon gerardii,75
mesic,2014,665.7,F,0,45,Sporobolus asper,2
mesic,2014,665.7,F,0,45,Vernonia baldwinii,4
mesic,2014,665.7,F,0,45,Eragrostis spectabilis,1
mesic,2014,665.7,F,0,45,Carex meadii,1
mesic,2014,665.7,F,0,45,Sorghastrum nutans,35
mesic,2014,665.7,F,0,45,Ambrosia psilostachya,1
mesic,2014,665.7,F,0,45,Ceanothus herbaceus,25
mesic,2014,665.7,F,0,45,Cornus drummondii,4
mesic,2014,665.7,F,0,45,Salvia azurea,4
mesic,2014,665.7,F,0,45,Carex heliophila,4
mesic,2015,894,F,0,45,Andropogon gerardii,80
mesic,2015,894,F,0,45,Eragrostis spectabilis,3
mesic,2015,894,F,0,45,Sorghastrum nutans,55
mesic,2015,894,F,0,45,Sporobolus asper,2
mesic,2015,894,F,0,45,Carex heliophila,2
mesic,2015,894,F,0,45,Carex meadii,5
mesic,2015,894,F,0,45,Ceanothus herbaceus,7
mesic,2015,894,F,0,45,Asclepias veridis,3
mesic,2015,894,F,0,45,Aster oblongifolia,11
mesic,2015,894,F,0,45,Salvia azurea,10
mesic,2015,894,F,0,45,Vernonia baldwinii,5
mesic,2016,1054.2,F,0,45,Aster oblongifolia,4
mesic,2016,1054.2,F,0,45,Asclepias veridis,3
mesic,2016,1054.2,F,0,45,Salvia azurea,5
mesic,2016,1054.2,F,0,45,Carex meadii,3
mesic,2016,1054.2,F,0,45,Andropogon gerardii,85
mesic,2016,1054.2,F,0,45,Sorghastrum nutans,35
mesic,2016,1054.2,F,0,45,Ceanothus herbaceus,9
mesic,2016,1054.2,F,0,45,Carex heliophila,3
mesic,2016,1054.2,F,0,45,Vernonia baldwinii,2
mesic,2017,850.9,F,0,45,Andropogon gerardii,90
mesic,2017,850.9,F,0,45,Aster oblongifolia,8
mesic,2017,850.9,F,0,45,Salvia azurea,20
mesic,2017,850.9,F,0,45,Oxalis stricta,1
mesic,2017,850.9,F,0,45,Eragrostis spectabilis,1
mesic,2017,850.9,F,0,45,Carex meadii,1
mesic,2017,850.9,F,0,45,Ceanothus herbaceus,10
mesic,2017,850.9,F,0,45,Sorghastrum nutans,20
mesic,2017,850.9,F,0,45,Carex heliophila,3
mesic,2017,850.9,F,0,45,Asclepias veridis,5
mesic,2017,850.9,F,0,45,Sporobolus asper,2
mesic,2017,850.9,F,0,45,Vernonia baldwinii,6
mesic,2013,729.1,F,7.5,46,Ambrosia psilostachya,18
mesic,2013,729.1,F,7.5,46,Sporobolus asper,4
mesic,2013,729.1,F,7.5,46,Aster ericoides,1
mesic,2013,729.1,F,7.5,46,Aster oblongifolia,4
mesic,2013,729.1,F,7.5,46,Aster sericeus,2
mesic,2013,729.1,F,7.5,46,Bouteloua curtipendula,12
mesic,2013,729.1,F,7.5,46,Andropogon gerardii,100
mesic,2013,729.1,F,7.5,46,Carex heliophila,1
mesic,2013,729.1,F,7.5,46,Carex meadii,6
mesic,2013,729.1,F,7.5,46,Sorghastrum nutans,15
mesic,2013,729.1,F,7.5,46,Vernonia baldwinii,1
mesic,2013,729.1,F,7.5,46,Salvia azurea,6
mesic,2014,665.7,F,7.5,46,Aster ericoides,1
mesic,2014,665.7,F,7.5,46,Carex heliophila,2
mesic,2014,665.7,F,7.5,46,Andropogon gerardii,95
mesic,2014,665.7,F,7.5,46,Salvia azurea,4
mesic,2014,665.7,F,7.5,46,Carex meadii,9
mesic,2014,665.7,F,7.5,46,Sorghastrum nutans,15
mesic,2014,665.7,F,7.5,46,Solidago missouriensis,4
mesic,2014,665.7,F,7.5,46,Physalis pumila,6
mesic,2014,665.7,F,7.5,46,Aster sericeus,3
mesic,2014,665.7,F,7.5,46,Kuhnia eupatorioides,1
mesic,2014,665.7,F,7.5,46,Bouteloua curtipendula,5
mesic,2014,665.7,F,7.5,46,Ambrosia psilostachya,6
mesic,2014,665.7,F,7.5,46,Aster oblongifolia,14
mesic,2014,665.7,F,7.5,46,Sisyrinchium campestris,1
mesic,2014,665.7,F,7.5,46,Vernonia baldwinii,1
mesic,2015,894,F,7.5,46,Andropogon gerardii,100
mesic,2015,894,F,7.5,46,Bouteloua curtipendula,2
mesic,2015,894,F,7.5,46,Sorghastrum nutans,16
mesic,2015,894,F,7.5,46,Carex meadii,5
mesic,2015,894,F,7.5,46,Carex heliophila,1
mesic,2015,894,F,7.5,46,Aster ericoides,1
mesic,2015,894,F,7.5,46,Aster oblongifolia,3
mesic,2015,894,F,7.5,46,Aster sericeus,2
mesic,2015,894,F,7.5,46,Kuhnia eupatorioides,1
mesic,2015,894,F,7.5,46,Oxalis stricta,1
mesic,2015,894,F,7.5,46,Salvia azurea,14
mesic,2015,894,F,7.5,46,Solidago missouriensis,2
mesic,2015,894,F,7.5,46,Vernonia baldwinii,3
mesic,2016,1054.2,F,7.5,46,Andropogon gerardii,90
mesic,2016,1054.2,F,7.5,46,Aster oblongifolia,1
mesic,2016,1054.2,F,7.5,46,Bouteloua curtipendula,4
mesic,2016,1054.2,F,7.5,46,Carex meadii,8
mesic,2016,1054.2,F,7.5,46,Salvia azurea,5
mesic,2016,1054.2,F,7.5,46,Sorghastrum nutans,15
mesic,2016,1054.2,F,7.5,46,Vernonia baldwinii,1
mesic,2017,850.9,F,7.5,46,Asclepias verticillata,4
mesic,2017,850.9,F,7.5,46,Oxalis stricta,1
mesic,2017,850.9,F,7.5,46,Kuhnia eupatorioides,2
mesic,2017,850.9,F,7.5,46,Carex heliophila,1
mesic,2017,850.9,F,7.5,46,Andropogon gerardii,100
mesic,2017,850.9,F,7.5,46,Carex meadii,1
mesic,2017,850.9,F,7.5,46,Sorghastrum nutans,15
mesic,2017,850.9,F,7.5,46,Aster oblongifolia,2
mesic,2017,850.9,F,7.5,46,Salvia azurea,8
mesic,2017,850.9,F,7.5,46,Ambrosia psilostachya,1
mesic,2017,850.9,F,7.5,46,Bouteloua curtipendula,12
mesic,2017,850.9,F,7.5,46,Vernonia baldwinii,2
mesic,2013,729.1,F,15,47,Aster oblongifolia,27
mesic,2013,729.1,F,15,47,Sorghastrum nutans,15
mesic,2013,729.1,F,15,47,Ambrosia psilostachya,6
mesic,2013,729.1,F,15,47,Aster sericeus,3
mesic,2013,729.1,F,15,47,Andropogon gerardii,45
mesic,2013,729.1,F,15,47,Schizachyrium scoparium,12
mesic,2013,729.1,F,15,47,Asclepias verticillata,3
mesic,2013,729.1,F,15,47,Salvia azurea,25
mesic,2013,729.1,F,15,47,Aster ericoides,4
mesic,2013,729.1,F,15,47,Bouteloua curtipendula,25
mesic,2013,729.1,F,15,47,Dichanthelium oligosanthes,2
mesic,2013,729.1,F,15,47,Carex heliophila,4
mesic,2014,665.7,F,15,47,Asclepias verticillata,2
mesic,2014,665.7,F,15,47,Dalea multiflora,1
mesic,2014,665.7,F,15,47,Ambrosia psilostachya,1
mesic,2014,665.7,F,15,47,Aster ericoides,2
mesic,2014,665.7,F,15,47,Bouteloua curtipendula,12
mesic,2014,665.7,F,15,47,Aster oblongifolia,25
mesic,2014,665.7,F,15,47,Aster sericeus,1
mesic,2014,665.7,F,15,47,Salvia azurea,30
mesic,2014,665.7,F,15,47,Dichanthelium oligosanthes,1
mesic,2014,665.7,F,15,47,Schizachyrium scoparium,15
mesic,2014,665.7,F,15,47,Sorghastrum nutans,10
mesic,2014,665.7,F,15,47,Andropogon gerardii,65
mesic,2014,665.7,F,15,47,Carex heliophila,2
mesic,2015,894,F,15,47,Andropogon gerardii,80
mesic,2015,894,F,15,47,Schizachyrium scoparium,8
mesic,2015,894,F,15,47,Bouteloua curtipendula,30
mesic,2015,894,F,15,47,Dichanthelium oligosanthes,2
mesic,2015,894,F,15,47,Sorghastrum nutans,25
mesic,2015,894,F,15,47,Carex meadii,2
mesic,2015,894,F,15,47,Carex heliophila,2
mesic,2015,894,F,15,47,Cyperus spp.,1
mesic,2015,894,F,15,47,Asclepias verticillata,1
mesic,2015,894,F,15,47,Aster ericoides,1
mesic,2015,894,F,15,47,Aster oblongifolia,15
mesic,2015,894,F,15,47,Aster sericeus,1
mesic,2015,894,F,15,47,Salvia azurea,45
mesic,2016,1054.2,F,15,47,Andropogon gerardii,35
mesic,2016,1054.2,F,15,47,Salvia azurea,25
mesic,2016,1054.2,F,15,47,Rhus glabra,6
